Neighbourhood,ObjectId
York University Heights (27),12074
York University Heights (27),12075
York University Heights (27),12076
Oakwood Village (107),12077
Ionview (125),12078
Rockcliffe-Smythe (111),12079
Danforth (66),12116
Yorkdale-Glen Park (31),12117
Willowdale East (51),12120
Eglinton East (138),12121
Casa Loma (96),12122
Rouge (131),12123
Rouge (131),12124
West Humber-Clairville (1),12125
York University Heights (27),12126
York University Heights (27),12127
Englemount-Lawrence (32),12128
The Beaches (63),12129
Newtonbrook West (36),12130
Dovercourt-Wallace Emerson-Junction (93),12131
Blake-Jones (69),12132
Dovercourt-Wallace Emerson-Junction (93),12133
The Beaches (63),12134
The Beaches (63),12135
The Beaches (63),12136
Hillcrest Village (48),12137
Hillcrest Village (48),12138
Kingsview Village-The Westway (6),12139
Malvern (132),12140
West Hill (136),12142
Moss Park (73),12143
Kingsview Village-The Westway (6),12146
Church-Yonge Corridor (75),12147
North St.James Town (74),12148
Agincourt North (129),12149
Bay Street Corridor (76),12150
Bay Street Corridor (76),12151
Mount Olive-Silverstone-Jamestown (2),12152
Downsview-Roding-CFB (26),12153
Downsview-Roding-CFB (26),12154
Parkwoods-Donalda (45),12155
Parkwoods-Donalda (45),12156
High Park-Swansea (87),12157
East End-Danforth (62),12158
Black Creek (24),12159
West Humber-Clairville (1),12160
Malvern (132),12161
Thorncliffe Park (55),12162
West Humber-Clairville (1),12163
Malvern (132),12164
Hillcrest Village (48),12165
Alderwood (20),12166
Oakridge (121),12167
Mount Olive-Silverstone-Jamestown (2),12168
Rouge (131),12169
Greenwood-Coxwell (65),12170
Bendale (127),12171
O'Connor-Parkview (54),12172
Agincourt North (129),12173
Bay Street Corridor (76),12174
Newtonbrook West (36),12175
Bayview Village (52),12176
Weston (113),12177
O'Connor-Parkview (54),12178
Oakwood Village (107),12179
West Humber-Clairville (1),12180
Thistletown-Beaumond Heights (3),12181
Thistletown-Beaumond Heights (3),12182
Morningside (135),12183
Malvern (132),12184
High Park North (88),12185
High Park North (88),12186
High Park North (88),12187
Bay Street Corridor (76),12188
York University Heights (27),12189
Leaside-Bennington (56),12190
Leaside-Bennington (56),12191
Leaside-Bennington (56),12192
Moss Park (73),12193
Danforth (66),12194
Agincourt South-Malvern West (128),12195
Mount Dennis (115),12196
Mount Dennis (115),12197
Mount Dennis (115),12198
Englemount-Lawrence (32),12199
Rockcliffe-Smythe (111),12200
Cabbagetown-South St.James Town (71),12201
Victoria Village (43),12202
East End-Danforth (62),12203
West Hill (136),12214
West Hill (136),12215
Blake-Jones (69),12224
Waterfront Communities-The Island (77),12225
Rosedale-Moore Park (98),12227
Banbury-Don Mills (42),12228
Taylor-Massey (61),12232
Oakridge (121),12234
Banbury-Don Mills (42),12236
Woburn (137),12237
Kensington-Chinatown (78),12239
Rosedale-Moore Park (98),12240
Malvern (132),12242
Downsview-Roding-CFB (26),12244
Church-Yonge Corridor (75),12245
Clairlea-Birchmount (120),12246
Moss Park (73),12247
Rustic (28),12250
Yorkdale-Glen Park (31),12251
West Hill (136),12253
Parkwoods-Donalda (45),12254
West Humber-Clairville (1),12256
Bay Street Corridor (76),12257
Woburn (137),12259
East End-Danforth (62),12262
Downsview-Roding-CFB (26),12263
North St.James Town (74),12265
High Park North (88),12267
Glenfield-Jane Heights (25),12270
Black Creek (24),12271
Forest Hill South (101),12272
West Humber-Clairville (1),12275
Glenfield-Jane Heights (25),12278
Forest Hill South (101),12280
West Humber-Clairville (1),12281
Clairlea-Birchmount (120),12284
Church-Yonge Corridor (75),12285
Islington-City Centre West (14),12288
West Humber-Clairville (1),12289
Elms-Old Rexdale (5),12291
Mount Dennis (115),12292
Mount Dennis (115),12293
Cabbagetown-South St.James Town (71),12295
Church-Yonge Corridor (75),12296
Rouge (131),12297
Rouge (131),12298
Rockcliffe-Smythe (111),12299
South Riverdale (70),12300
Pleasant View (46),12301
Church-Yonge Corridor (75),12302
Woburn (137),12305
South Riverdale (70),12306
South Riverdale (70),12307
Corso Italia-Davenport (92),12308
Bay Street Corridor (76),12309
Kensington-Chinatown (78),12380
Etobicoke West Mall (13),12383
Mount Olive-Silverstone-Jamestown (2),12385
Dufferin Grove (83),12388
Etobicoke West Mall (13),12389
Yonge-Eglinton (100),12392
High Park-Swansea (87),12393
New Toronto (18),12394
Wexford/Maryvale (119),12396
High Park-Swansea (87),12397
Weston (113),12399
Yorkdale-Glen Park (31),12401
Wexford/Maryvale (119),12403
North St.James Town (74),12404
Bendale (127),12406
West Humber-Clairville (1),12407
West Hill (136),12408
Thistletown-Beaumond Heights (3),12409
Thistletown-Beaumond Heights (3),12410
Greenwood-Coxwell (65),12411
North Riverdale (68),12414
North Riverdale (68),12415
Henry Farm (53),12416
Annex (95),12417
Humber Summit (21),12418
Parkwoods-Donalda (45),12419
Long Branch (19),12420
Malvern (132),12421
Corso Italia-Davenport (92),12422
Corso Italia-Davenport (92),12423
Corso Italia-Davenport (92),12424
Corso Italia-Davenport (92),12425
Markland Wood (12),12426
Downsview-Roding-CFB (26),12427
Briar Hill-Belgravia (108),12428
Bendale (127),12429
Bendale (127),12430
Bendale (127),12431
Bendale (127),12432
Kensington-Chinatown (78),12434
Mimico (includes Humber Bay Shores) (17),12435
North St.James Town (74),12436
Downsview-Roding-CFB (26),12437
Tam O'Shanter-Sullivan (118),12438
Woburn (137),12439
Waterfront Communities-The Island (77),12440
Rosedale-Moore Park (98),12441
Kennedy Park (124),12444
The Beaches (63),12445
The Beaches (63),12446
The Beaches (63),12447
The Beaches (63),12448
The Beaches (63),12449
West Hill (136),12450
Milliken (130),12451
Newtonbrook East (50),12452
Newtonbrook East (50),12453
Moss Park (73),12454
Bay Street Corridor (76),12455
O'Connor-Parkview (54),12456
Clairlea-Birchmount (120),12457
Church-Yonge Corridor (75),12458
Clairlea-Birchmount (120),12459
West Humber-Clairville (1),12460
Westminster-Branson (35),12461
Dovercourt-Wallace Emerson-Junction (93),12462
Wychwood (94),12463
East End-Danforth (62),12464
Clairlea-Birchmount (120),12465
Bayview Village (52),12466
Hillcrest Village (48),12468
Hillcrest Village (48),12469
Oakwood Village (107),12470
Old East York (58),12471
Forest Hill North (102),12472
Oakwood Village (107),12473
Scarborough Village (139),12475
Annex (95),12476
Annex (95),12477
Islington-City Centre West (14),12478
The Beaches (63),12479
University (79),12480
Bay Street Corridor (76),12481
New Toronto (18),12482
Long Branch (19),12483
Oakwood Village (107),12484
Woodbine Corridor (64),12485
Bedford Park-Nortown (39),12486
Mount Dennis (115),12487
Woburn (137),12488
Bay Street Corridor (76),12489
Bay Street Corridor (76),12490
High Park North (88),12491
High Park North (88),12492
Alderwood (20),12494
Woburn (137),12498
Church-Yonge Corridor (75),12499
Moss Park (73),12500
North St.James Town (74),12501
Kensington-Chinatown (78),12505
Islington-City Centre West (14),12506
Malvern (132),12510
Willowridge-Martingrove-Richview (7),12511
Church-Yonge Corridor (75),12512
Moss Park (73),12516
Bay Street Corridor (76),12517
West Hill (136),12518
Kensington-Chinatown (78),12604
Roncesvalles (86),12605
West Hill (136),12606
Hillcrest Village (48),12608
Weston (113),12609
West Hill (136),12611
West Hill (136),12691
Church-Yonge Corridor (75),12693
Church-Yonge Corridor (75),12694
Kingsview Village-The Westway (6),12695
Danforth (66),12696
Church-Yonge Corridor (75),12698
West Hill (136),12699
Danforth (66),12700
Moss Park (73),12702
Bendale (127),12703
Keelesdale-Eglinton West (110),12704
Church-Yonge Corridor (75),12705
Dovercourt-Wallace Emerson-Junction (93),12706
Dorset Park (126),12707
Waterfront Communities-The Island (77),12708
Woburn (137),12709
Church-Yonge Corridor (75),12710
Cliffcrest (123),12712
Cliffcrest (123),12713
York University Heights (27),12714
Playter Estates-Danforth (67),12715
Mount Pleasant East (99),12716
Moss Park (73),12717
Taylor-Massey (61),12718
Kennedy Park (124),12719
York University Heights (27),12720
Mount Dennis (115),12721
Parkwoods-Donalda (45),12722
West Hill (136),12723
Rouge (131),12724
Dorset Park (126),12725
Mount Dennis (115),12726
Bendale (127),12727
Church-Yonge Corridor (75),12728
High Park-Swansea (87),12729
Englemount-Lawrence (32),12730
Moss Park (73),12731
Rockcliffe-Smythe (111),12732
Brookhaven-Amesbury (30),12733
Mount Olive-Silverstone-Jamestown (2),12734
Bay Street Corridor (76),12735
Malvern (132),12736
Malvern (132),12737
Malvern (132),12738
North St.James Town (74),12739
Church-Yonge Corridor (75),12740
Church-Yonge Corridor (75),12741
Waterfront Communities-The Island (77),12742
Roncesvalles (86),12743
Moss Park (73),12744
Moss Park (73),12745
Mount Pleasant East (99),12746
South Parkdale (85),12747
Rockcliffe-Smythe (111),12748
Kensington-Chinatown (78),12749
Newtonbrook West (36),12750
South Riverdale (70),12751
Woburn (137),12752
Birchcliffe-Cliffside (122),12753
Birchcliffe-Cliffside (122),12754
Cliffcrest (123),12755
West Hill (136),12756
Keelesdale-Eglinton West (110),12757
Tam O'Shanter-Sullivan (118),12758
Palmerston-Little Italy (80),12759
Wexford/Maryvale (119),12760
Bendale (127),12761
Glenfield-Jane Heights (25),12762
Clairlea-Birchmount (120),12763
Downsview-Roding-CFB (26),12765
Clairlea-Birchmount (120),12766
The Beaches (63),12767
Downsview-Roding-CFB (26),12768
Rouge (131),12769
Eglinton East (138),12770
The Beaches (63),12771
Danforth (66),12772
Newtonbrook West (36),12773
Waterfront Communities-The Island (77),12774
Danforth (66),12775
Hillcrest Village (48),12777
Danforth (66),12778
Roncesvalles (86),12780
Malvern (132),12781
West Humber-Clairville (1),12783
Playter Estates-Danforth (67),12784
Milliken (130),12786
Birchcliffe-Cliffside (122),12787
Milliken (130),12789
Willowdale East (51),12790
Milliken (130),12792
Milliken (130),12793
Milliken (130),12794
Milliken (130),12795
Greenwood-Coxwell (65),12796
Greenwood-Coxwell (65),12797
Woburn (137),12798
Taylor-Massey (61),12799
Agincourt South-Malvern West (128),12800
West Humber-Clairville (1),12801
Mimico (includes Humber Bay Shores) (17),12802
Downsview-Roding-CFB (26),12803
Rockcliffe-Smythe (111),12804
Woburn (137),12805
Clairlea-Birchmount (120),12806
Keelesdale-Eglinton West (110),12807
Bay Street Corridor (76),12808
Keelesdale-Eglinton West (110),12809
Junction Area (90),12810
Centennial Scarborough (133),12811
Centennial Scarborough (133),12812
Bay Street Corridor (76),12813
Bay Street Corridor (76),12814
Willowdale East (51),12815
York University Heights (27),12816
York University Heights (27),12817
Trinity-Bellwoods (81),12818
West Humber-Clairville (1),12822
West Humber-Clairville (1),12823
Islington-City Centre West (14),12824
South Riverdale (70),12825
Forest Hill South (101),12826
Forest Hill South (101),12827
Malvern (132),12828
North St.James Town (74),12829
L'Amoreaux (117),12830
Bay Street Corridor (76),12831
Danforth (66),12832
Centennial Scarborough (133),12833
Kennedy Park (124),12834
West Humber-Clairville (1),12835
Humber Summit (21),12836
High Park-Swansea (87),12837
Scarborough Village (139),12838
West Humber-Clairville (1),12839
Glenfield-Jane Heights (25),12840
Centennial Scarborough (133),12841
Centennial Scarborough (133),12842
Centennial Scarborough (133),12843
South Parkdale (85),12844
Newtonbrook East (50),12845
Oakridge (121),12846
West Hill (136),12847
Caledonia-Fairbank (109),12848
Corso Italia-Davenport (92),12849
Roncesvalles (86),12850
Parkwoods-Donalda (45),12851
High Park-Swansea (87),12852
West Humber-Clairville (1),12853
Dorset Park (126),12854
Dorset Park (126),12855
Dorset Park (126),12856
Mimico (includes Humber Bay Shores) (17),12857
Tam O'Shanter-Sullivan (118),12858
Humewood-Cedarvale (106),12859
Runnymede-Bloor West Village (89),12860
Kennedy Park (124),12861
Kennedy Park (124),12862
Blake-Jones (69),12863
Willowdale East (51),12864
Newtonbrook West (36),12867
High Park North (88),12869
Newtonbrook West (36),12877
Mount Pleasant West (104),12878
Newtonbrook West (36),12879
Caledonia-Fairbank (109),12880
Clairlea-Birchmount (120),12881
Clairlea-Birchmount (120),12882
Church-Yonge Corridor (75),12883
York University Heights (27),12884
Eglinton East (138),12886
York University Heights (27),12887
Woburn (137),12888
Bendale (127),12889
Bendale (127),12890
Weston (113),12891
Rouge (131),12892
South Riverdale (70),12893
Bay Street Corridor (76),12894
West Humber-Clairville (1),12895
Humbermede (22),12896
Bendale (127),12897
Mount Olive-Silverstone-Jamestown (2),12898
Flemingdon Park (44),12899
L'Amoreaux (117),12900
Kingsview Village-The Westway (6),12901
Annex (95),12902
North St.James Town (74),12903
Lawrence Park North (105),12904
Old East York (58),12905
Old East York (58),12906
The Beaches (63),12907
The Beaches (63),12908
The Beaches (63),12909
The Beaches (63),12910
The Beaches (63),12911
Agincourt North (129),12912
Agincourt North (129),12913
Church-Yonge Corridor (75),12914
Scarborough Village (139),12915
Junction Area (90),12916
South Parkdale (85),12917
Rouge (131),12918
Bay Street Corridor (76),12919
Bay Street Corridor (76),12920
Bay Street Corridor (76),12921
Oakwood Village (107),12922
Birchcliffe-Cliffside (122),12923
North Riverdale (68),12924
North Riverdale (68),12925
Mount Pleasant West (104),12926
Church-Yonge Corridor (75),12927
Bendale (127),12928
Mount Dennis (115),12929
Mount Dennis (115),12930
Mount Dennis (115),12931
Mount Dennis (115),12932
York University Heights (27),12933
Dorset Park (126),12934
Kensington-Chinatown (78),12935
Kensington-Chinatown (78),12936
L'Amoreaux (117),12937
Tam O'Shanter-Sullivan (118),12938
Danforth (66),12939
Danforth (66),12940
Church-Yonge Corridor (75),12941
West Humber-Clairville (1),12943
Bendale (127),12944
New Toronto (18),12954
Willowdale East (51),12960
Eglinton East (138),12961
Waterfront Communities-The Island (77),12977
Downsview-Roding-CFB (26),12978
Yorkdale-Glen Park (31),12979
Morningside (135),12980
Bay Street Corridor (76),12981
West Humber-Clairville (1),12986
West Humber-Clairville (1),12987
Mount Olive-Silverstone-Jamestown (2),12988
Mount Olive-Silverstone-Jamestown (2),12989
Wexford/Maryvale (119),12990
Annex (95),12991
North St.James Town (74),12992
Moss Park (73),12993
Downsview-Roding-CFB (26),12994
Milliken (130),12997
Milliken (130),12998
Kennedy Park (124),12999
Kennedy Park (124),13000
Rosedale-Moore Park (98),13001
West Hill (136),13002
Kennedy Park (124),13003
Kennedy Park (124),13004
Kennedy Park (124),13009
Yonge-St.Clair (97),13010
Newtonbrook East (50),13011
Waterfront Communities-The Island (77),13014
Guildwood (140),13015
Milliken (130),13016
Bay Street Corridor (76),13018
Greenwood-Coxwell (65),13019
Woburn (137),13021
Wexford/Maryvale (119),13022
Wexford/Maryvale (119),13023
Newtonbrook West (36),13024
New Toronto (18),13029
New Toronto (18),13030
Yorkdale-Glen Park (31),13031
Casa Loma (96),13036
Rockcliffe-Smythe (111),13037
Rockcliffe-Smythe (111),13038
Lansing-Westgate (38),13044
Danforth (66),13045
The Beaches (63),13046
The Beaches (63),13051
The Beaches (63),13052
The Beaches (63),13053
The Beaches (63),13054
Woburn (137),13055
Dovercourt-Wallace Emerson-Junction (93),13056
Greenwood-Coxwell (65),13060
Black Creek (24),13061
York University Heights (27),13062
Kensington-Chinatown (78),13063
Mount Dennis (115),13064
East End-Danforth (62),13068
Greenwood-Coxwell (65),13069
Broadview North (57),13070
Yonge-Eglinton (100),13071
Blake-Jones (69),13072
Islington-City Centre West (14),13073
Downsview-Roding-CFB (26),13074
Stonegate-Queensway (16),13075
Church-Yonge Corridor (75),13076
Glenfield-Jane Heights (25),13077
York University Heights (27),13078
Taylor-Massey (61),13079
Keelesdale-Eglinton West (110),13080
Danforth (66),13084
Dufferin Grove (83),13085
South Riverdale (70),13086
Weston (113),13087
Dufferin Grove (83),13088
Bendale (127),13090
Dorset Park (126),13091
South Riverdale (70),13092
Corso Italia-Davenport (92),13093
Mount Olive-Silverstone-Jamestown (2),13094
West Humber-Clairville (1),13096
Church-Yonge Corridor (75),13097
Elms-Old Rexdale (5),13098
Agincourt North (129),13099
Agincourt North (129),13100
Agincourt North (129),13101
York University Heights (27),13102
Bay Street Corridor (76),13103
Bay Street Corridor (76),13105
Bay Street Corridor (76),13106
Mount Dennis (115),13107
Malvern (132),13111
Keelesdale-Eglinton West (110),13114
High Park-Swansea (87),13117
Glenfield-Jane Heights (25),13121
Church-Yonge Corridor (75),13123
Kensington-Chinatown (78),13127
Mount Olive-Silverstone-Jamestown (2),13130
Malvern (132),13134
Mount Olive-Silverstone-Jamestown (2),13234
Willowdale East (51),13236
Malvern (132),13238
Willowdale East (51),13243
Malvern (132),13244
Bendale (127),13245
Pelmo Park-Humberlea (23),13249
Dovercourt-Wallace Emerson-Junction (93),13257
South Riverdale (70),13265
West Humber-Clairville (1),13266
West Humber-Clairville (1),13267
L'Amoreaux (117),13268
Dufferin Grove (83),13284
Waterfront Communities-The Island (77),13285
Cabbagetown-South St.James Town (71),13295
Parkwoods-Donalda (45),13296
Rexdale-Kipling (4),13297
Oakridge (121),13298
Dorset Park (126),13321
Woburn (137),13341
Milliken (130),13342
Milliken (130),13343
Milliken (130),13344
Milliken (130),13345
Moss Park (73),13360
Woburn (137),13361
Mount Olive-Silverstone-Jamestown (2),13365
North St.James Town (74),13368
Lambton Baby Point (114),13370
Keelesdale-Eglinton West (110),13372
Dovercourt-Wallace Emerson-Junction (93),13375
West Humber-Clairville (1),13376
West Humber-Clairville (1),13377
West Humber-Clairville (1),13378
Woburn (137),13392
Taylor-Massey (61),13393
Woburn (137),13402
Church-Yonge Corridor (75),13403
Oakridge (121),13443
Corso Italia-Davenport (92),13444
Corso Italia-Davenport (92),13445
Englemount-Lawrence (32),13446
Englemount-Lawrence (32),13447
Willowdale East (51),13463
West Humber-Clairville (1),13464
Yonge-Eglinton (100),13467
Westminster-Branson (35),13468
Hillcrest Village (48),13469
Hillcrest Village (48),13470
West Humber-Clairville (1),13473
Tam O'Shanter-Sullivan (118),13474
West Humber-Clairville (1),13476
Tam O'Shanter-Sullivan (118),13480
Casa Loma (96),13482
Cliffcrest (123),13487
Willowdale East (51),13488
Woburn (137),13489
Caledonia-Fairbank (109),13490
Weston (113),13491
Bayview Woods-Steeles (49),13492
Rockcliffe-Smythe (111),13493
Rexdale-Kipling (4),13494
Church-Yonge Corridor (75),13495
Cabbagetown-South St.James Town (71),13496
Islington-City Centre West (14),13501
High Park-Swansea (87),13502
Humber Summit (21),13503
Taylor-Massey (61),13504
Church-Yonge Corridor (75),13505
Bendale (127),13506
North St.James Town (74),13511
North St.James Town (74),13512
Rockcliffe-Smythe (111),13513
Rockcliffe-Smythe (111),13514
Parkwoods-Donalda (45),13515
Dovercourt-Wallace Emerson-Junction (93),13519
Dovercourt-Wallace Emerson-Junction (93),13520
Dorset Park (126),13521
Dorset Park (126),13522
Elms-Old Rexdale (5),13523
Mimico (includes Humber Bay Shores) (17),13526
Flemingdon Park (44),13527
Banbury-Don Mills (42),13528
Annex (95),13529
Pelmo Park-Humberlea (23),13532
Bay Street Corridor (76),13533
Trinity-Bellwoods (81),13534
Trinity-Bellwoods (81),13535
Trinity-Bellwoods (81),13536
Junction Area (90),13537
Junction Area (90),13538
Moss Park (73),13539
Humbermede (22),13540
Parkwoods-Donalda (45),13541
Parkwoods-Donalda (45),13542
South Riverdale (70),13543
Victoria Village (43),13544
Annex (95),13556
Annex (95),13557
Islington-City Centre West (14),13558
Rexdale-Kipling (4),13561
Rexdale-Kipling (4),13562
Rexdale-Kipling (4),13563
Rexdale-Kipling (4),13564
Moss Park (73),13565
High Park North (88),13566
Brookhaven-Amesbury (30),13567
O'Connor-Parkview (54),13568
Long Branch (19),13569
West Humber-Clairville (1),13570
Moss Park (73),13577
Moss Park (73),13583
Rockcliffe-Smythe (111),13584
Rockcliffe-Smythe (111),13585
Weston-Pellam Park (91),13600
Rouge (131),13601
West Humber-Clairville (1),13602
Eglinton East (138),13603
Eglinton East (138),13608
O'Connor-Parkview (54),13609
Woburn (137),13610
West Hill (136),13611
Mount Pleasant West (104),13624
Bay Street Corridor (76),13625
Downsview-Roding-CFB (26),13626
Moss Park (73),13637
Yorkdale-Glen Park (31),13638
Woburn (137),13642
Willowdale East (51),13647
Trinity-Bellwoods (81),13648
Don Valley Village (47),13649
West Hill (136),13653
Willowdale East (51),13654
York University Heights (27),13655
New Toronto (18),13668
Woburn (137),13677
Agincourt South-Malvern West (128),13678
Agincourt South-Malvern West (128),13680
North Riverdale (68),13682
Kennedy Park (124),13685
Don Valley Village (47),13689
Dovercourt-Wallace Emerson-Junction (93),13696
Dovercourt-Wallace Emerson-Junction (93),13697
Kensington-Chinatown (78),13707
Bendale (127),13708
Yorkdale-Glen Park (31),13709
Kensington-Chinatown (78),13710
Weston-Pellam Park (91),13712
York University Heights (27),13713
Briar Hill-Belgravia (108),13717
Weston (113),13718
Kensington-Chinatown (78),13721
Rosedale-Moore Park (98),13727
Stonegate-Queensway (16),13728
Stonegate-Queensway (16),13729
South Riverdale (70),13730
Church-Yonge Corridor (75),13734
Rexdale-Kipling (4),13741
Bendale (127),13742
Bendale (127),13743
Eglinton East (138),13744
Keelesdale-Eglinton West (110),13745
Newtonbrook East (50),13750
Kennedy Park (124),13751
Danforth East York (59),13752
Moss Park (73),13753
Bay Street Corridor (76),13754
Weston (113),13756
Kensington-Chinatown (78),13773
Kensington-Chinatown (78),13774
Stonegate-Queensway (16),13777
Stonegate-Queensway (16),13778
Weston (113),13789
Mount Olive-Silverstone-Jamestown (2),13790
Mount Olive-Silverstone-Jamestown (2),13791
Mount Olive-Silverstone-Jamestown (2),13792
New Toronto (18),13800
Annex (95),13801
Rockcliffe-Smythe (111),13802
Church-Yonge Corridor (75),13803
Kensington-Chinatown (78),13804
Glenfield-Jane Heights (25),13806
York University Heights (27),13811
The Beaches (63),13812
Don Valley Village (47),13813
Eglinton East (138),13817
Parkwoods-Donalda (45),13819
Willowridge-Martingrove-Richview (7),13820
Woburn (137),13821
Oakridge (121),13822
Woburn (137),13823
Kennedy Park (124),13824
Mount Olive-Silverstone-Jamestown (2),13825
Waterfront Communities-The Island (77),13826
Mount Olive-Silverstone-Jamestown (2),13827
West Humber-Clairville (1),13828
Henry Farm (53),13833
Woodbine Corridor (64),13837
Glenfield-Jane Heights (25),13838
New Toronto (18),13839
Elms-Old Rexdale (5),13840
Woburn (137),13849
Woburn (137),13850
Runnymede-Bloor West Village (89),13851
Pleasant View (46),13852
West Humber-Clairville (1),13853
West Humber-Clairville (1),13854
Church-Yonge Corridor (75),13855
Annex (95),13856
Annex (95),13857
Moss Park (73),13858
West Hill (136),13859
Casa Loma (96),13860
Parkwoods-Donalda (45),13861
Waterfront Communities-The Island (77),13862
Annex (95),13863
Annex (95),13864
Rockcliffe-Smythe (111),13865
Bedford Park-Nortown (39),13873
Bedford Park-Nortown (39),13874
Bathurst Manor (34),13875
Black Creek (24),13880
Regent Park (72),13881
Yorkdale-Glen Park (31),13882
Rosedale-Moore Park (98),13883
Moss Park (73),13884
Glenfield-Jane Heights (25),13885
Ionview (125),13894
Stonegate-Queensway (16),13901
Moss Park (73),13913
Moss Park (73),13914
Eglinton East (138),13915
Newtonbrook West (36),13916
York University Heights (27),13917
South Riverdale (70),13919
Eglinton East (138),13920
Kensington-Chinatown (78),13924
Islington-City Centre West (14),13925
Cabbagetown-South St.James Town (71),13928
Cabbagetown-South St.James Town (71),13929
Cabbagetown-South St.James Town (71),13930
Cabbagetown-South St.James Town (71),13931
Parkwoods-Donalda (45),13932
Parkwoods-Donalda (45),13933
Blake-Jones (69),13934
Cliffcrest (123),13938
Danforth East York (59),13941
Danforth (66),13942
Danforth (66),13943
Moss Park (73),13944
Yorkdale-Glen Park (31),13945
West Humber-Clairville (1),13946
L'Amoreaux (117),13947
Oakridge (121),13948
Oakwood Village (107),13949
Oakwood Village (107),13950
Yonge-Eglinton (100),13958
Woburn (137),13959
Flemingdon Park (44),13960
Bay Street Corridor (76),13961
Humbermede (22),13967
Malvern (132),13980
Malvern (132),13981
Weston (113),13982
Clairlea-Birchmount (120),13983
Clairlea-Birchmount (120),13984
Humber Summit (21),13989
Humber Summit (21),13990
Humber Summit (21),13991
Stonegate-Queensway (16),13992
Forest Hill North (102),13996
Dovercourt-Wallace Emerson-Junction (93),13997
Dovercourt-Wallace Emerson-Junction (93),13998
Dovercourt-Wallace Emerson-Junction (93),13999
Mount Olive-Silverstone-Jamestown (2),14000
Willowdale East (51),14001
Willowdale East (51),14002
South Riverdale (70),14003
Little Portugal (84),14004
Little Portugal (84),14005
Alderwood (20),14006
Wexford/Maryvale (119),14007
Thorncliffe Park (55),14008
Thorncliffe Park (55),14009
Lambton Baby Point (114),14010
West Hill (136),14011
Kingsway South (15),14012
Willowridge-Martingrove-Richview (7),14013
Kennedy Park (124),14014
Mount Olive-Silverstone-Jamestown (2),14015
Birchcliffe-Cliffside (122),14016
Mount Pleasant East (99),14017
Bay Street Corridor (76),14018
South Riverdale (70),14019
West Hill (136),14020
West Humber-Clairville (1),14022
Parkwoods-Donalda (45),14024
Eringate-Centennial-West Deane (11),14025
Kensington-Chinatown (78),14026
Woburn (137),14027
South Riverdale (70),14028
South Riverdale (70),14029
South Riverdale (70),14030
Rockcliffe-Smythe (111),14031
High Park-Swansea (87),14032
South Riverdale (70),14033
South Riverdale (70),14034
Stonegate-Queensway (16),14035
Stonegate-Queensway (16),14036
Stonegate-Queensway (16),14037
Stonegate-Queensway (16),14038
Stonegate-Queensway (16),14039
Moss Park (73),14040
Lansing-Westgate (38),14041
Mount Dennis (115),14042
West Humber-Clairville (1),14043
L'Amoreaux (117),14044
L'Amoreaux (117),14045
Humber Summit (21),14046
South Riverdale (70),14047
South Riverdale (70),14048
Church-Yonge Corridor (75),14049
Downsview-Roding-CFB (26),14050
Dovercourt-Wallace Emerson-Junction (93),14051
Scarborough Village (139),14052
Glenfield-Jane Heights (25),14053
Agincourt South-Malvern West (128),14054
Agincourt South-Malvern West (128),14055
Agincourt South-Malvern West (128),14056
Mount Olive-Silverstone-Jamestown (2),14057
Oakwood Village (107),14058
Eglinton East (138),14059
Bay Street Corridor (76),14060
Cabbagetown-South St.James Town (71),14061
North St.James Town (74),14062
Little Portugal (84),14063
Glenfield-Jane Heights (25),14065
Moss Park (73),14066
Princess-Rosethorn (10),14067
West Humber-Clairville (1),14068
Highland Creek (134),14069
Humewood-Cedarvale (106),14070
Moss Park (73),14071
West Hill (136),14072
L'Amoreaux (117),14073
Taylor-Massey (61),14074
Mount Olive-Silverstone-Jamestown (2),14075
Stonegate-Queensway (16),14076
Willowridge-Martingrove-Richview (7),14077
Church-Yonge Corridor (75),14078
Yorkdale-Glen Park (31),14079
Dovercourt-Wallace Emerson-Junction (93),14080
Dovercourt-Wallace Emerson-Junction (93),14081
Yorkdale-Glen Park (31),14082
Humbermede (22),14083
Humbermede (22),14084
Humbermede (22),14085
Black Creek (24),14086
East End-Danforth (62),14087
Church-Yonge Corridor (75),14088
York University Heights (27),14089
University (79),14090
University (79),14091
Willowdale West (37),14092
Willowdale West (37),14093
Dovercourt-Wallace Emerson-Junction (93),14094
Westminster-Branson (35),14095
Thistletown-Beaumond Heights (3),14096
Bay Street Corridor (76),14097
Church-Yonge Corridor (75),14098
Church-Yonge Corridor (75),14099
Church-Yonge Corridor (75),14100
Waterfront Communities-The Island (77),14101
Annex (95),14102
Niagara (82),14103
West Humber-Clairville (1),14104
Church-Yonge Corridor (75),14105
Markland Wood (12),14106
Pelmo Park-Humberlea (23),14109
Bendale (127),14110
Weston (113),14111
Parkwoods-Donalda (45),14115
Rouge (131),14117
Pelmo Park-Humberlea (23),14118
West Humber-Clairville (1),14119
West Humber-Clairville (1),14120
Islington-City Centre West (14),14220
Oakridge (121),14221
Little Portugal (84),14222
Glenfield-Jane Heights (25),14223
Moss Park (73),14224
Bay Street Corridor (76),14226
Downsview-Roding-CFB (26),14228
Bathurst Manor (34),14230
Cliffcrest (123),14231
Mount Dennis (115),14234
Church-Yonge Corridor (75),14235
Palmerston-Little Italy (80),14237
Oakridge (121),14238
