Neighbourhood,ObjectId
Forest Hill South (101),16985
Forest Hill South (101),16986
Willowdale West (37),16987
Willowdale West (37),16988
Blake-Jones (69),16989
Mount Pleasant West (104),16990
Mount Pleasant West (104),16991
Bay Street Corridor (76),16992
Rosedale-Moore Park (98),16993
Church-Yonge Corridor (75),16994
Woburn (137),16995
Agincourt North (129),16996
South Parkdale (85),16997
Bay Street Corridor (76),16998
Willowridge-Martingrove-Richview (7),16999
Willowridge-Martingrove-Richview (7),17000
Wexford/Maryvale (119),17003
New Toronto (18),17008
Humber Summit (21),17009
Humber Summit (21),17010
Humber Summit (21),17011
Church-Yonge Corridor (75),17012
Bay Street Corridor (76),17016
University (79),17020
O'Connor-Parkview (54),17023
Bay Street Corridor (76),17024
Kensington-Chinatown (78),17025
Dovercourt-Wallace Emerson-Junction (93),17026
Dovercourt-Wallace Emerson-Junction (93),17028
O'Connor-Parkview (54),17029
Dovercourt-Wallace Emerson-Junction (93),17030
Dovercourt-Wallace Emerson-Junction (93),17033
Dovercourt-Wallace Emerson-Junction (93),17036
Agincourt North (129),17037
Agincourt North (129),17039
Lansing-Westgate (38),17040
Humber Summit (21),17061
Kensington-Chinatown (78),17062
Dorset Park (126),17063
Moss Park (73),17064
Oakridge (121),17086
Clanton Park (33),17134
Church-Yonge Corridor (75),17142
Humber Summit (21),17144
High Park North (88),17146
Weston (113),17149
Woburn (137),17150
Forest Hill South (101),17151
High Park North (88),17155
Kensington-Chinatown (78),17156
Taylor-Massey (61),17160
North St.James Town (74),17161
L'Amoreaux (117),17162
Woburn (137),17163
Kensington-Chinatown (78),17164
Mount Dennis (115),17165
North St.James Town (74),17170
Mount Dennis (115),17173
Kensington-Chinatown (78),17175
Newtonbrook East (50),17176
North St.James Town (74),17178
East End-Danforth (62),17184
York University Heights (27),17185
Bay Street Corridor (76),17187
Bay Street Corridor (76),17188
Kensington-Chinatown (78),17190
Willowdale West (37),17191
Bay Street Corridor (76),17195
New Toronto (18),17197
Don Valley Village (47),17199
Bay Street Corridor (76),17202
Bay Street Corridor (76),17205
North St.James Town (74),17206
Don Valley Village (47),17208
Yorkdale-Glen Park (31),17211
West Hill (136),17212
Milliken (130),17213
Moss Park (73),17214
Yorkdale-Glen Park (31),17215
Bay Street Corridor (76),17216
Willowdale West (37),17218
Bendale (127),17221
Woodbine-Lumsden (60),17225
Downsview-Roding-CFB (26),17226
South Riverdale (70),17227
Moss Park (73),17230
South Riverdale (70),17235
Markland Wood (12),17238
Oakridge (121),17242
West Humber-Clairville (1),17243
Bay Street Corridor (76),17247
Moss Park (73),17248
Bendale (127),17249
Trinity-Bellwoods (81),17250
Waterfront Communities-The Island (77),17251
Waterfront Communities-The Island (77),17252
Downsview-Roding-CFB (26),17255
Church-Yonge Corridor (75),17256
Greenwood-Coxwell (65),17257
Greenwood-Coxwell (65),17258
Greenwood-Coxwell (65),17259
Runnymede-Bloor West Village (89),17260
Beechborough-Greenbrook (112),17261
Beechborough-Greenbrook (112),17262
L'Amoreaux (117),17265
Palmerston-Little Italy (80),17266
Palmerston-Little Italy (80),17267
Rouge (131),17268
Roncesvalles (86),17276
Weston (113),17277
West Humber-Clairville (1),17278
West Humber-Clairville (1),17279
Agincourt North (129),17280
Long Branch (19),17281
Eglinton East (138),17282
L'Amoreaux (117),17283
L'Amoreaux (117),17286
L'Amoreaux (117),17287
Pleasant View (46),17288
Willowdale East (51),17293
Willowdale East (51),17294
Moss Park (73),17295
West Humber-Clairville (1),17296
Agincourt North (129),17301
Rustic (28),17302
Willowdale West (37),17308
Englemount-Lawrence (32),17309
Agincourt North (129),17310
Yorkdale-Glen Park (31),17314
York University Heights (27),17315
Downsview-Roding-CFB (26),17318
West Humber-Clairville (1),17319
York University Heights (27),17321
Weston (113),17323
Bay Street Corridor (76),17324
Annex (95),17326
Bay Street Corridor (76),17329
Clairlea-Birchmount (120),17331
Cabbagetown-South St.James Town (71),17334
Long Branch (19),17337
Dovercourt-Wallace Emerson-Junction (93),17352
Oakridge (121),17365
Islington-City Centre West (14),17368
Islington-City Centre West (14),17369
South Riverdale (70),17370
West Hill (136),17393
Agincourt South-Malvern West (128),17394
Waterfront Communities-The Island (77),17412
Bay Street Corridor (76),17413
University (79),17414
Dovercourt-Wallace Emerson-Junction (93),17415
Danforth East York (59),17416
Kennedy Park (124),17417
Willowdale East (51),17418
Church-Yonge Corridor (75),17419
Rexdale-Kipling (4),17420
Woodbine Corridor (64),17421
South Riverdale (70),17422
Stonegate-Queensway (16),17427
Oakridge (121),17428
Church-Yonge Corridor (75),17429
Stonegate-Queensway (16),17434
York University Heights (27),17437
Kennedy Park (124),17439
High Park-Swansea (87),17440
Dorset Park (126),17451
Lansing-Westgate (38),17452
Downsview-Roding-CFB (26),17457
Moss Park (73),17458
Trinity-Bellwoods (81),17463
South Parkdale (85),17464
Trinity-Bellwoods (81),17465
Waterfront Communities-The Island (77),17466
Woburn (137),17472
Woburn (137),17473
Waterfront Communities-The Island (77),17474
Scarborough Village (139),17477
York University Heights (27),17478
North St.James Town (74),17479
Bedford Park-Nortown (39),17480
Woodbine Corridor (64),17481
Don Valley Village (47),17482
Rockcliffe-Smythe (111),17483
Moss Park (73),17484
Yonge-St.Clair (97),17485
High Park-Swansea (87),17486
Mount Olive-Silverstone-Jamestown (2),17487
Newtonbrook West (36),17488
Don Valley Village (47),17489
Moss Park (73),17490
O'Connor-Parkview (54),17492
Church-Yonge Corridor (75),17493
Annex (95),17495
Church-Yonge Corridor (75),17522
Mount Pleasant East (99),17534
Woburn (137),17547
Pelmo Park-Humberlea (23),17567
Moss Park (73),17579
Mount Dennis (115),17580
Dufferin Grove (83),17582
High Park-Swansea (87),17586
Church-Yonge Corridor (75),17587
Willowdale East (51),17588
Scarborough Village (139),17589
Agincourt North (129),17591
Eglinton East (138),17592
Scarborough Village (139),17593
Oakwood Village (107),17596
Waterfront Communities-The Island (77),17597
Scarborough Village (139),17598
Blake-Jones (69),17599
Agincourt North (129),17600
Greenwood-Coxwell (65),17602
Church-Yonge Corridor (75),17604
Agincourt North (129),17605
Rexdale-Kipling (4),17607
West Hill (136),17609
Rexdale-Kipling (4),17612
Corso Italia-Davenport (92),17613
Rexdale-Kipling (4),17617
Bay Street Corridor (76),17618
Willowdale West (37),17620
Corso Italia-Davenport (92),17621
Willowdale East (51),17622
New Toronto (18),17623
Kensington-Chinatown (78),17624
Willowdale West (37),17626
Agincourt South-Malvern West (128),17627
Church-Yonge Corridor (75),17628
Humber Summit (21),17629
Waterfront Communities-The Island (77),17630
Dovercourt-Wallace Emerson-Junction (93),17631
Dovercourt-Wallace Emerson-Junction (93),17632
Dovercourt-Wallace Emerson-Junction (93),17633
Yonge-Eglinton (100),17634
Malvern (132),17635
Malvern (132),17636
Pelmo Park-Humberlea (23),17637
Mount Olive-Silverstone-Jamestown (2),17638
Mount Olive-Silverstone-Jamestown (2),17639
Mount Olive-Silverstone-Jamestown (2),17640
Black Creek (24),17641
Dorset Park (126),17642
Bay Street Corridor (76),17643
Scarborough Village (139),17644
Don Valley Village (47),17645
Keelesdale-Eglinton West (110),17646
Little Portugal (84),17647
Bay Street Corridor (76),17648
Glenfield-Jane Heights (25),17649
Woburn (137),17650
Agincourt North (129),17651
Church-Yonge Corridor (75),17652
Dorset Park (126),17653
Mount Olive-Silverstone-Jamestown (2),17654
Forest Hill North (102),17655
Forest Hill North (102),17656
Kingsview Village-The Westway (6),17657
Niagara (82),17658
Niagara (82),17659
Dufferin Grove (83),17660
Waterfront Communities-The Island (77),17661
Highland Creek (134),17662
Corso Italia-Davenport (92),17663
Waterfront Communities-The Island (77),17664
Waterfront Communities-The Island (77),17665
Waterfront Communities-The Island (77),17666
Church-Yonge Corridor (75),17667
Centennial Scarborough (133),17668
Glenfield-Jane Heights (25),17669
Bendale (127),17670
Eglinton East (138),17671
Woodbine Corridor (64),17672
Oakridge (121),17673
Rouge (131),17674
Weston (113),17675
Yonge-Eglinton (100),17676
West Hill (136),17677
Mount Pleasant East (99),17678
Malvern (132),17679
Malvern (132),17680
Humbermede (22),17681
Malvern (132),17682
Malvern (132),17683
York University Heights (27),17684
York University Heights (27),17685
Willowdale West (37),17686
Willowdale West (37),17687
Kennedy Park (124),17688
Moss Park (73),17692
York University Heights (27),17693
Church-Yonge Corridor (75),17694
Princess-Rosethorn (10),17695
Malvern (132),17696
Forest Hill North (102),17697
Bay Street Corridor (76),17698
Downsview-Roding-CFB (26),17699
Downsview-Roding-CFB (26),17700
Downsview-Roding-CFB (26),17701
Bay Street Corridor (76),17702
East End-Danforth (62),17703
Mount Olive-Silverstone-Jamestown (2),17705
Bedford Park-Nortown (39),17707
Newtonbrook East (50),17708
High Park-Swansea (87),17710
Willowridge-Martingrove-Richview (7),17711
Willowdale East (51),17712
South Parkdale (85),17714
Church-Yonge Corridor (75),17715
Leaside-Bennington (56),17720
Agincourt South-Malvern West (128),17724
Moss Park (73),17727
Eglinton East (138),17733
Englemount-Lawrence (32),17739
Waterfront Communities-The Island (77),17740
Morningside (135),17745
Bay Street Corridor (76),17746
Don Valley Village (47),17748
Don Valley Village (47),17749
Malvern (132),17752
South Parkdale (85),17753
South Parkdale (85),17754
Moss Park (73),17760
Moss Park (73),17765
Palmerston-Little Italy (80),17766
Bay Street Corridor (76),17767
Moss Park (73),17772
Bay Street Corridor (76),17776
Weston-Pellam Park (91),17779
Weston-Pellam Park (91),17780
Malvern (132),17782
Weston-Pellam Park (91),17788
Pelmo Park-Humberlea (23),17789
Kennedy Park (124),17790
Church-Yonge Corridor (75),17791
Bay Street Corridor (76),17792
Bay Street Corridor (76),17793
Mimico (includes Humber Bay Shores) (17),17794
Bay Street Corridor (76),17795
Malvern (132),17796
Willowdale West (37),17797
Dovercourt-Wallace Emerson-Junction (93),17799
Westminster-Branson (35),17800
Westminster-Branson (35),17802
Humewood-Cedarvale (106),17804
Dovercourt-Wallace Emerson-Junction (93),17805
Dovercourt-Wallace Emerson-Junction (93),17808
Oakwood Village (107),17810
Dovercourt-Wallace Emerson-Junction (93),17811
Bay Street Corridor (76),17820
Waterfront Communities-The Island (77),17840
Dufferin Grove (83),17846
Greenwood-Coxwell (65),17847
Moss Park (73),17848
Steeles (116),17851
Wychwood (94),17855
Taylor-Massey (61),17863
Malvern (132),17864
North St.James Town (74),17865
Bendale (127),17866
Waterfront Communities-The Island (77),17867
Kensington-Chinatown (78),17871
York University Heights (27),17872
Weston-Pellam Park (91),17873
Wexford/Maryvale (119),17874
Glenfield-Jane Heights (25),17875
Downsview-Roding-CFB (26),17876
North St.James Town (74),17880
Dufferin Grove (83),17886
Dovercourt-Wallace Emerson-Junction (93),17888
Little Portugal (84),17891
Willowdale West (37),17893
Glenfield-Jane Heights (25),17895
West Humber-Clairville (1),17897
Agincourt North (129),17898
Morningside (135),17899
Moss Park (73),17900
Willowdale East (51),17901
Willowdale East (51),17902
Moss Park (73),17903
Danforth East York (59),17904
University (79),17905
East End-Danforth (62),17906
Glenfield-Jane Heights (25),17907
Moss Park (73),17908
Agincourt North (129),17909
Bendale (127),17910
University (79),17911
Kensington-Chinatown (78),17912
Malvern (132),17913
Willowdale East (51),17914
South Parkdale (85),17915
Cabbagetown-South St.James Town (71),17916
Trinity-Bellwoods (81),17917
Islington-City Centre West (14),17918
Niagara (82),17919
Brookhaven-Amesbury (30),17920
Bedford Park-Nortown (39),17921
Stonegate-Queensway (16),17922
Caledonia-Fairbank (109),17923
Corso Italia-Davenport (92),17924
Waterfront Communities-The Island (77),17925
Waterfront Communities-The Island (77),17926
Agincourt North (129),17927
Roncesvalles (86),17928
Westminster-Branson (35),17929
Bay Street Corridor (76),17930
South Riverdale (70),17931
South Riverdale (70),17932
Willowdale West (37),17933
Kennedy Park (124),17934
Kennedy Park (124),17935
Ionview (125),17936
Eglinton East (138),17937
Rockcliffe-Smythe (111),17938
Malvern (132),17939
South Riverdale (70),17940
South Riverdale (70),17941
Church-Yonge Corridor (75),17942
Wychwood (94),17943
Moss Park (73),17944
Moss Park (73),17945
Bay Street Corridor (76),17946
Downsview-Roding-CFB (26),17947
Agincourt North (129),17948
Danforth (66),17949
L'Amoreaux (117),17950
L'Amoreaux (117),17951
East End-Danforth (62),17952
Junction Area (90),17953
Cabbagetown-South St.James Town (71),17954
Wexford/Maryvale (119),17966
Stonegate-Queensway (16),17967
Kennedy Park (124),17968
Kennedy Park (124),17969
Kennedy Park (124),17970
Rosedale-Moore Park (98),17971
Waterfront Communities-The Island (77),17974
Moss Park (73),17976
Moss Park (73),17977
Agincourt South-Malvern West (128),17979
Malvern (132),17983
Dorset Park (126),17984
Dorset Park (126),17985
Old East York (58),17986
Old East York (58),17987
Bay Street Corridor (76),17989
Bay Street Corridor (76),17990
Wexford/Maryvale (119),17998
Westminster-Branson (35),18004
Agincourt South-Malvern West (128),18005
Moss Park (73),18009
Briar Hill-Belgravia (108),18011
Waterfront Communities-The Island (77),18012
Church-Yonge Corridor (75),18014
Annex (95),18015
Annex (95),18016
Alderwood (20),18017
Mimico (includes Humber Bay Shores) (17),18018
Mimico (includes Humber Bay Shores) (17),18019
St.Andrew-Windfields (40),18020
Bayview Woods-Steeles (49),18021
South Parkdale (85),18022
Humbermede (22),18023
Humbermede (22),18024
Don Valley Village (47),18025
Trinity-Bellwoods (81),18026
Willowdale East (51),18027
Keelesdale-Eglinton West (110),18028
Annex (95),18036
Blake-Jones (69),18039
West Hill (136),18047
Rockcliffe-Smythe (111),18068
Glenfield-Jane Heights (25),18069
York University Heights (27),18070
Annex (95),18071
Annex (95),18072
Kensington-Chinatown (78),18073
Clanton Park (33),18074
Clanton Park (33),18075
Cabbagetown-South St.James Town (71),18076
Newtonbrook West (36),18077
Eglinton East (138),18080
Eglinton East (138),18081
Oakwood Village (107),18082
Bendale (127),18086
West Hill (136),18091
Hillcrest Village (48),18093
West Humber-Clairville (1),18095
Clairlea-Birchmount (120),18096
Westminster-Branson (35),18097
Parkwoods-Donalda (45),18098
Waterfront Communities-The Island (77),18099
Waterfront Communities-The Island (77),18100
York University Heights (27),18101
York University Heights (27),18102
Parkwoods-Donalda (45),18103
Willowdale West (37),18104
Willowdale West (37),18105
Willowdale West (37),18106
Willowdale West (37),18107
Bay Street Corridor (76),18112
Eglinton East (138),18113
Moss Park (73),18114
North Riverdale (68),18118
Cabbagetown-South St.James Town (71),18120
Glenfield-Jane Heights (25),18123
Woburn (137),18125
Cabbagetown-South St.James Town (71),18128
North Riverdale (68),18129
East End-Danforth (62),18130
East End-Danforth (62),18134
Mount Olive-Silverstone-Jamestown (2),18135
West Hill (136),18136
Bay Street Corridor (76),18137
Moss Park (73),18138
Moss Park (73),18139
Little Portugal (84),18140
Bay Street Corridor (76),18141
Beechborough-Greenbrook (112),18142
Morningside (135),18143
Newtonbrook West (36),18144
Newtonbrook West (36),18145
Dovercourt-Wallace Emerson-Junction (93),18146
L'Amoreaux (117),18147
Dufferin Grove (83),18148
Willowdale East (51),18149
Willowdale East (51),18150
Annex (95),18151
Eglinton East (138),18152
Pelmo Park-Humberlea (23),18153
Woburn (137),18157
Steeles (116),18161
Regent Park (72),18163
Dufferin Grove (83),18177
Woburn (137),18178
Dovercourt-Wallace Emerson-Junction (93),18179
East End-Danforth (62),18180
Church-Yonge Corridor (75),18182
Church-Yonge Corridor (75),18183
Willowdale West (37),18184
Annex (95),18185
Trinity-Bellwoods (81),18186
Trinity-Bellwoods (81),18187
Brookhaven-Amesbury (30),18188
West Humber-Clairville (1),18189
West Humber-Clairville (1),18190
West Humber-Clairville (1),18191
Corso Italia-Davenport (92),18192
Church-Yonge Corridor (75),18193
South Riverdale (70),18194
Newtonbrook East (50),18195
Bay Street Corridor (76),18196
Centennial Scarborough (133),18197
West Humber-Clairville (1),18200
Newtonbrook East (50),18201
Willowdale West (37),18202
Church-Yonge Corridor (75),18203
Broadview North (57),18204
Waterfront Communities-The Island (77),18205
Annex (95),18206
Glenfield-Jane Heights (25),18207
Moss Park (73),18208
Woburn (137),18209
Briar Hill-Belgravia (108),18210
Briar Hill-Belgravia (108),18211
Briar Hill-Belgravia (108),18212
Briar Hill-Belgravia (108),18213
Briar Hill-Belgravia (108),18214
Milliken (130),18216
Black Creek (24),18217
Oakridge (121),18226
Church-Yonge Corridor (75),18227
Agincourt South-Malvern West (128),18229
Kensington-Chinatown (78),18230
Kensington-Chinatown (78),18231
Dufferin Grove (83),18232
Mimico (includes Humber Bay Shores) (17),18233
North Riverdale (68),18234
North Riverdale (68),18236
York University Heights (27),18237
Elms-Old Rexdale (5),18238
Agincourt North (129),18241
Glenfield-Jane Heights (25),18242
Junction Area (90),18243
Agincourt North (129),18244
Moss Park (73),18246
Clairlea-Birchmount (120),18247
North Riverdale (68),18248
Parkwoods-Donalda (45),18250
East End-Danforth (62),18251
Casa Loma (96),18254
West Humber-Clairville (1),18255
Church-Yonge Corridor (75),18256
Dufferin Grove (83),18258
East End-Danforth (62),18259
Kennedy Park (124),18261
Mimico (includes Humber Bay Shores) (17),18262
Milliken (130),18264
Church-Yonge Corridor (75),18265
West Hill (136),18268
Bay Street Corridor (76),18270
Church-Yonge Corridor (75),18272
Runnymede-Bloor West Village (89),18274
Glenfield-Jane Heights (25),18275
Lawrence Park South (103),18280
Islington-City Centre West (14),18314
Kingsway South (15),18375
Flemingdon Park (44),18376
Dorset Park (126),18378
Kennedy Park (124),18381
Moss Park (73),18382
Taylor-Massey (61),18383
Church-Yonge Corridor (75),18385
Junction Area (90),18387
Woburn (137),18388
Newtonbrook West (36),18392
Junction Area (90),18394
Danforth (66),18395
Roncesvalles (86),18396
Weston (113),18397
Pelmo Park-Humberlea (23),18398
Pelmo Park-Humberlea (23),18399
Pelmo Park-Humberlea (23),18400
Pelmo Park-Humberlea (23),18401
West Humber-Clairville (1),18402
North Riverdale (68),18403
Newtonbrook West (36),18404
North St.James Town (74),18405
Broadview North (57),18406
Broadview North (57),18407
Parkwoods-Donalda (45),18408
Birchcliffe-Cliffside (122),18409
Birchcliffe-Cliffside (122),18410
Birchcliffe-Cliffside (122),18411
Oakridge (121),18412
York University Heights (27),18413
Junction Area (90),18414
Junction Area (90),18415
Leaside-Bennington (56),18416
Leaside-Bennington (56),18417
Leaside-Bennington (56),18418
Leaside-Bennington (56),18419
Kensington-Chinatown (78),18420
York University Heights (27),18421
High Park North (88),18422
High Park North (88),18423
High Park North (88),18424
West Humber-Clairville (1),18425
West Humber-Clairville (1),18426
Downsview-Roding-CFB (26),18427
Birchcliffe-Cliffside (122),18428
Agincourt North (129),18429
West Hill (136),18430
Church-Yonge Corridor (75),18431
Church-Yonge Corridor (75),18432
Mount Olive-Silverstone-Jamestown (2),18433
Mount Olive-Silverstone-Jamestown (2),18434
Weston (113),18435
Weston (113),18436
Kingsview Village-The Westway (6),18437
North St.James Town (74),18438
Rosedale-Moore Park (98),18439
Milliken (130),18440
Church-Yonge Corridor (75),18441
Regent Park (72),18442
Forest Hill North (102),18443
Alderwood (20),18444
Dorset Park (126),18445
Mount Pleasant West (104),18446
Weston-Pellam Park (91),18447
Oakwood Village (107),18448
Weston-Pellam Park (91),18449
Mount Pleasant East (99),18450
Ionview (125),18451
West Hill (136),18452
Flemingdon Park (44),18453
Church-Yonge Corridor (75),18454
Church-Yonge Corridor (75),18455
South Parkdale (85),18456
York University Heights (27),18457
York University Heights (27),18458
Little Portugal (84),18459
Forest Hill North (102),18460
Forest Hill North (102),18461
Forest Hill North (102),18462
Moss Park (73),18463
Kennedy Park (124),18464
Glenfield-Jane Heights (25),18465
Islington-City Centre West (14),18466
Moss Park (73),18467
Church-Yonge Corridor (75),18468
Downsview-Roding-CFB (26),18469
The Beaches (63),18470
Malvern (132),18471
Danforth (66),18472
Moss Park (73),18473
Mount Olive-Silverstone-Jamestown (2),18474
West Hill (136),18475
Bendale (127),18476
Banbury-Don Mills (42),18477
Banbury-Don Mills (42),18478
Church-Yonge Corridor (75),18479
Agincourt South-Malvern West (128),18480
Regent Park (72),18481
Newtonbrook West (36),18484
Dovercourt-Wallace Emerson-Junction (93),18486
Dorset Park (126),18489
High Park North (88),18490
South Riverdale (70),18493
Bendale (127),18495
High Park North (88),18496
South Riverdale (70),18499
Clairlea-Birchmount (120),18501
Bay Street Corridor (76),18502
South Riverdale (70),18505
Clairlea-Birchmount (120),18507
Bay Street Corridor (76),18508
Runnymede-Bloor West Village (89),18511
Ionview (125),18512
Wexford/Maryvale (119),18513
Agincourt North (129),18514
Agincourt North (129),18515
Junction Area (90),18516
High Park North (88),18517
Weston (113),18518
York University Heights (27),18519
Malvern (132),18520
Humber Summit (21),18521
North St.James Town (74),18522
Rosedale-Moore Park (98),18523
L'Amoreaux (117),18524
Mount Olive-Silverstone-Jamestown (2),18525
Danforth (66),18526
Oakridge (121),18528
Steeles (116),18529
Taylor-Massey (61),18530
Milliken (130),18531
Pelmo Park-Humberlea (23),18532
Church-Yonge Corridor (75),18533
Church-Yonge Corridor (75),18534
York University Heights (27),18535
York University Heights (27),18536
West Hill (136),18537
West Hill (136),18538
West Hill (136),18539
Pelmo Park-Humberlea (23),18541
Woburn (137),18542
Moss Park (73),18549
Pleasant View (46),18550
Woburn (137),18552
Waterfront Communities-The Island (77),18578
Waterfront Communities-The Island (77),18582
Waterfront Communities-The Island (77),18583
Waterfront Communities-The Island (77),18584
Waterfront Communities-The Island (77),18585
Waterfront Communities-The Island (77),18586
Willowdale East (51),18587
Dovercourt-Wallace Emerson-Junction (93),18588
Broadview North (57),18595
Mount Pleasant West (104),18596
Agincourt North (129),18597
Agincourt North (129),18598
Eglinton East (138),18603
Clanton Park (33),18621
Clanton Park (33),18622
Dufferin Grove (83),18623
Waterfront Communities-The Island (77),18627
Newtonbrook West (36),18629
Dovercourt-Wallace Emerson-Junction (93),18630
Eglinton East (138),18631
Markland Wood (12),18632
Cabbagetown-South St.James Town (71),18633
Lawrence Park North (105),18635
Bay Street Corridor (76),18636
Blake-Jones (69),18637
Bay Street Corridor (76),18638
West Humber-Clairville (1),18639
Broadview North (57),18640
Cabbagetown-South St.James Town (71),18643
Cabbagetown-South St.James Town (71),18644
Woburn (137),18645
Willowdale East (51),18648
Weston (113),18649
Trinity-Bellwoods (81),18650
Roncesvalles (86),18651
Danforth (66),18652
Runnymede-Bloor West Village (89),18654
Rockcliffe-Smythe (111),18655
Downsview-Roding-CFB (26),18656
Yorkdale-Glen Park (31),18657
Wexford/Maryvale (119),18658
Church-Yonge Corridor (75),18659
Bay Street Corridor (76),18662
York University Heights (27),18663
Keelesdale-Eglinton West (110),18664
Humber Summit (21),18665
Clanton Park (33),18680
Downsview-Roding-CFB (26),18683
West Hill (136),18705
West Hill (136),18706
East End-Danforth (62),18708
Centennial Scarborough (133),18709
Church-Yonge Corridor (75),18710
Long Branch (19),18711
Kingsview Village-The Westway (6),18712
Roncesvalles (86),18713
Rockcliffe-Smythe (111),18714
Victoria Village (43),18715
Victoria Village (43),18716
Bay Street Corridor (76),18717
Glenfield-Jane Heights (25),18718
Annex (95),18719
Danforth (66),18720
Humbermede (22),18721
Humber Heights-Westmount (8),18722
Humber Heights-Westmount (8),18723
Dorset Park (126),18724
Waterfront Communities-The Island (77),18725
Moss Park (73),18726
Moss Park (73),18727
Willowdale East (51),18728
Downsview-Roding-CFB (26),18729
Church-Yonge Corridor (75),18730
Glenfield-Jane Heights (25),18731
Humbermede (22),18732
Dufferin Grove (83),18733
Hillcrest Village (48),18734
Mount Pleasant East (99),18735
Scarborough Village (139),18736
Woburn (137),18737
Rouge (131),18738
Clairlea-Birchmount (120),18739
Keelesdale-Eglinton West (110),18740
Keelesdale-Eglinton West (110),18741
South Riverdale (70),18742
Oakridge (121),18743
Don Valley Village (47),18744
Wexford/Maryvale (119),18745
Wexford/Maryvale (119),18746
New Toronto (18),18747
New Toronto (18),18748
New Toronto (18),18749
Moss Park (73),18750
Moss Park (73),18751
Dufferin Grove (83),18752
Dorset Park (126),18753
Kensington-Chinatown (78),18754
Bay Street Corridor (76),18755
Bay Street Corridor (76),18759
Briar Hill-Belgravia (108),18762
Kensington-Chinatown (78),18765
Bayview Woods-Steeles (49),18767
Bayview Woods-Steeles (49),18768
Moss Park (73),18770
Keelesdale-Eglinton West (110),18771
Glenfield-Jane Heights (25),18772
West Humber-Clairville (1),18773
Elms-Old Rexdale (5),18774
Glenfield-Jane Heights (25),18775
West Humber-Clairville (1),18776
Moss Park (73),18777
Agincourt North (129),18778
Corso Italia-Davenport (92),18779
Corso Italia-Davenport (92),18780
York University Heights (27),18781
Stonegate-Queensway (16),18782
Playter Estates-Danforth (67),18783
Kensington-Chinatown (78),18784
Dorset Park (126),18785
Bay Street Corridor (76),18786
Kennedy Park (124),18787
South Parkdale (85),18788
Dovercourt-Wallace Emerson-Junction (93),18789
Moss Park (73),18790
Islington-City Centre West (14),18791
West Hill (136),18792
Bendale (127),18793
North Riverdale (68),18794
Downsview-Roding-CFB (26),18795
Woburn (137),18796
Downsview-Roding-CFB (26),18797
Niagara (82),18798
Brookhaven-Amesbury (30),18799
Kennedy Park (124),18800
Kennedy Park (124),18801
Cabbagetown-South St.James Town (71),18802
Mount Dennis (115),18803
Islington-City Centre West (14),18804
Mount Olive-Silverstone-Jamestown (2),18805
West Humber-Clairville (1),18806
West Humber-Clairville (1),18807
West Humber-Clairville (1),18808
West Humber-Clairville (1),18809
West Humber-Clairville (1),18810
West Humber-Clairville (1),18811
West Humber-Clairville (1),18812
O'Connor-Parkview (54),18813
Princess-Rosethorn (10),18814
Wychwood (94),18815
Highland Creek (134),18816
Yorkdale-Glen Park (31),18817
Islington-City Centre West (14),18818
High Park-Swansea (87),18819
South Riverdale (70),18820
York University Heights (27),18821
Yorkdale-Glen Park (31),18822
Yorkdale-Glen Park (31),18823
Yorkdale-Glen Park (31),18824
Moss Park (73),18825
Flemingdon Park (44),18826
Humber Summit (21),18827
Waterfront Communities-The Island (77),18828
Mimico (includes Humber Bay Shores) (17),18829
Mimico (includes Humber Bay Shores) (17),18830
Malvern (132),18831
Henry Farm (53),18832
Weston (113),18833
Palmerston-Little Italy (80),18834
Downsview-Roding-CFB (26),18835
Woburn (137),18836
Islington-City Centre West (14),18837
Yonge-Eglinton (100),18838
York University Heights (27),18839
Downsview-Roding-CFB (26),18840
Downsview-Roding-CFB (26),18841
Downsview-Roding-CFB (26),18842
Moss Park (73),18843
Mount Olive-Silverstone-Jamestown (2),18844
Woburn (137),18845
Junction Area (90),18846
Flemingdon Park (44),18847
Old East York (58),18848
Runnymede-Bloor West Village (89),18849
Downsview-Roding-CFB (26),18850
Downsview-Roding-CFB (26),18851
Lansing-Westgate (38),18852
Dovercourt-Wallace Emerson-Junction (93),18853
Glenfield-Jane Heights (25),18854
South Parkdale (85),18855
Moss Park (73),18857
Brookhaven-Amesbury (30),18859
Mount Olive-Silverstone-Jamestown (2),18860
Bay Street Corridor (76),18861
Bay Street Corridor (76),18863
West Hill (136),18917
Bay Street Corridor (76),18933
Bay Street Corridor (76),18934
Moss Park (73),18935
Church-Yonge Corridor (75),18936
Briar Hill-Belgravia (108),18937
Church-Yonge Corridor (75),18938
Church-Yonge Corridor (75),18939
Moss Park (73),18940
Waterfront Communities-The Island (77),18941
Islington-City Centre West (14),18942
Islington-City Centre West (14),18943
Bay Street Corridor (76),18944
Bay Street Corridor (76),18945
Bay Street Corridor (76),18946
Bayview Village (52),18947
Rockcliffe-Smythe (111),18948
Rockcliffe-Smythe (111),18949
Church-Yonge Corridor (75),18950
Dufferin Grove (83),18951
Dufferin Grove (83),18952
Church-Yonge Corridor (75),18953
Mount Pleasant West (104),18954
Lansing-Westgate (38),18955
Lansing-Westgate (38),18956
Humber Summit (21),18957
Weston (113),18958
Waterfront Communities-The Island (77),18959
Forest Hill North (102),18960
Forest Hill North (102),18961
